Msg,Label
"Hi , Vivo T2 5G at Rs.15,499 + Extra Rs.500 off for you on Tata Neu! Get 5% NeuCoins! Hurry, offer ends soon! T&C apply https://tneu.in/uG85yeBO",spam
 Here,ham
"Manvaalan Thug is now on Wynk Music App. Do not miss out on Ad-free HD music with over 20 Mn songs, unlimited hellotunes & downloads with your Wynk Premium Subscription. Download today open.wynk.in/VibeNow",spam
"Hello! Vi WhatsApp does it all for you! know your balance, best offers & track usage real time. Click wa.me/919654297000?text=Balance",spam
 Hi team we are having power cut due to heavy rain that started 5 mins ago,ham
"ENTERTAINMENT ALERT!
Enjoy LIVE TV,movies,sports & lot more.Get access to SonyLIV,ErosNow & 11+ OTTs on Airtel Xstream App.
Click open.airtelxstream.in/14_OTT",spam
Offering song ,spam
"Last Day to move First Forward on shoppersstop.com & App
Click bit.ly/SSL_FF Shop & Earn 10x Reward points
+ Earn 500 Bonus points on Rs5000 TnC",spam
"Oh My God! Watch FRIENDS Reunion with 1 year ZEE5 Premium! Get it with Vi Rs405 recharge. Also get 90GB, Unlimited calls for 28 Days! Click bit.ly/Vi-zfr",spam
 Same here,ham
 Hi team I see only 6 from our team,ham
" My friends, youâre all so professional, it feels like you know everything",ham
"FREE 1GB Data Credited!
Claim your DATA coupon on Airtel Thanks App. i.airtel.in/FreeData1GB",spam
""" Tonight's sharing session concludes here. The Fibonacci retracement line is a widely used trading indicator in stock market analysis, and it requires our deep understanding. I will organize tonight's course materials shortly. If you need them, feel free to message me privately, and I will send them to you.""",ham
 Network issue,ham
 Restarting laptop,ham
 So we have no power in our area,ham
"Look what your Insider points can do!
Convert your 449 points into a Rs.150 Myntra voucher
Claim this & shop now @ Clearance Sale
http://smsd.in/ZLxQwnmx",spam
"Exclusive offer for Airtel prepaid customers like you! Gift an Airtel Prepaid SIM to your friends and family, and enjoy SIM delivery at no extra cost. To order, click i.airtel.in/prepaid50",spam
 Letâs hope so,ham
"Wednesday Bonus@JioMart,Bangalore!Onion Rs 27/Kg,Apple Simla Rs 139/Kg,Cucumber Rs 19/Kg,Also at SMART &SMART Point store bit.ly/385FTKd 25Aug,TC",spam
"Biggest BhaiDuj Offers
@VISHAL

55%OFF-Soan Papdi,Dry Fruit,Mithai
25%OFF-Cadbury Gift Pack
+
FREE-VIP Trolley,DuffleBag
+
7.5% SBI Cashback",spam
 Wait and see,ham
 Need to announce something,ham
"Update!
Dear User, your application is pending. Click now 
http://m.BajFin.in/OZQQ9_uA
 to complete & get Insta EMI Card.
Bajaj Finance Ltd",spam
 If there isn't any further rise by the end of the session it's better to sell,ham
 What time?,ham
Unlimited 5G data + 17 OTTs = Airtel Prepaid SIM! Order your SIM & enjoy home delivery at no extra cost. Click i.airtel.in/getprepaid7,spam
 I dont know the IT Admin user name and credentials,ham
"Traveling Abroad? Don't worry about staying connected anymore. Airtel has launched new International Roaming Packs with amazing benefits, starting at Rs.133/day. To explore, click https://i.airtel.in/4AIRIR",spam
 Joined,ham
Alert!90%: data is consumed. Get 5GB + FREE 2GB (EXCLUSIVE on Airtel Thanks App) at just Rs98 | valid till your current pack. Click i.airtel.in/UnlimitedData-1,spam
" Institutions are maintaining the market, while retail investors are destroying themselves",ham
"This Ugadi flaunt your Ethnic Best with Shoppers Stop
Click bit.ly/IGEWSTL for looks curated by influencer Nivrity Das & shop the look at shsp.in 
#ShareMyNewYear with #SSExclusives",spam
Dear customer thank you for shopping with Pantaloons. Please click the link to view your e-bill mm7.in/MTJJfybVup4E,spam
"Unfold your world! Pre-book the Galaxy Z Fold3 | Flip3 5G, get upto Rs7000 cashback or Upgrade Bonus & Free 1 yr Samsung care+.TnC. rml.fm/TYfPZpaa - Samsung",spam
 Ultimately it all comes down to the Fed's stance,ham
 Even office is working fine,ham
 Guys this is becoming a regular practice in our team.,ham
"Waiting to watch F.R.I.E.N.D.S Reunion on ZEE5? Get 1 year ZEE5 Premium on Vi Rs 405 recharge. Also get 90GB, Unlimited calls for 28 Days! Click bit.ly/Vi-zfr",spam
" We are facing heavy rain downpours, thunderclaps and heavy lightning",ham
 I will join my pc is restarted,ham
 My phone actually dropped in the bucket,ham
Your Filmy Recharge with 1GB data is active now and valid till 22.04.2021 21:34:51. Start watching latest movies by clicking here bit.ly/KeralaMovies,spam
 They are not seeing it has blocked,ham
Alert!50%: data is consumed. Get 5GB data topup at just Rs98 ö valid till your current pack. Click i.airtel.in/Get-Data,spam
"Don't miss out on 300 Mbps speed, Unlimited data & FREE router! Be the first in the town to get Airtel Xstream Fiber. T&C. Click u.airtel.in/unlimiteddata11",spam
"Curate a Mehendi ceremony look with actress Nia Sharma. Watch now bit.ly/PS_Ind
Click bit.ly/SSPS_AB to book a Personal Shopper appointment at Shoppers Stop",spam
" ðFrom last week till now, I have shared 3 candlestick patterns with you. Through these candlestick patterns, we can more easily find the buying and selling points of stocksðâ",ham
 Kindly can someone help me on this how to fix this i tried rebooting multiple times,ham
FLAT Rs20 CASHBACK for smart savers like you! Available on first 3 UPI transactions only on Airtel Thanks App. Click i.airtel.in/get_Rs20,spam
 We r starting the activity at 10,ham
"Few days left to get Greenchef Non Stick Set @ 99 only.
This Diwali Shop for 3999 @ UNLIMITED Fashion Stores to avail this exciting offer.
bit.ly/2WsfZ1d
TnC",spam
"Hi, congrats! Your Home Loan offer has arrived: EMIs from just Rs. 649/lakh | Up to Rs. 30L | Apply now | TnC apply bnkbzr.co/QlHC5MIN54 ",spam
" The longer you spend time with it, the more you'll understand that diversification in investment products is beneficial. Knowing a bit about each won't hurt you",ham
" ðOn the evening of August 11 (last Sunday) and August 12 (Monday), I predicted that the stock market would likely rise and test 24,600 points this week",ham
 Unable to buy,ham
50% ALERT: data is consumed. Get 5GB data topup at just Rs98  valid till your current pack. Click i.airtel.in/Get-Data,spam
 Yes the trend is starting to weaken now,ham
"As part of National Cyber Security Awareness Month ( October 2021), CERT-In Gol advises you to keep your digital devices bot free. Get free bot removal tool at https://www.csk.gov.in/",spam
"STAR Wishes you a HAPPY INDEPENDENCE DAY!

STAR KE SAATH MEHENGAI SE TAKKAR!
Onion @17/Kg
Buy 2 Get 1 FREE on Maggi Noodles 560g, Cold Drinks 1.75ltr,
Soap select range
Buy 1 Get 1 FREE-Good Day Cashew 1Kg, Basmati Rice 1kg,
Select Shampoos
More: bit.ly/3SMjg3v
T&C",spam
"Rakhi Special offers @ LOWEST PRICES!
50%OFF-Bikano & Lal's Sweets
33%OFF-Chocolate Share bags
Min15%OFF-Ferrero Chocolate Gift Pack
Rush to STAR BAZAAR today",spam
"LAST FEW DAYS of Shoppers Stop Showstoppers Beauty Upto 50%* Off Sale
Grab your favourites in Cosmetics, Skincare, Fragrances & more at bit.ly/SSSSBAS or our mobile app
Click bit.ly/SSWAShp & say Hi to opt-in & start shopping on Whats App with our Personal Shopper. *T&C",spam
Dunzo Daily weekend offer: get 50% OFF & FREE home delivery in just 19 min! Get all your groceries for the next week easily. dunzo.onelink.me/jWqC/Home,spam
 Ok,ham
 Thanks Keerthi for adding me...,ham
 Foreign Exchange Market,ham
 I don't really understand what you all are talking about. I just buy the stocks recommended by the professor. I'm too afraid to pick stocks on my own now,ham
 Good morning The tech stocks in the US market really showed their strength as expected,ham
 It showed a very strong rebound yesterday,ham
 Is the stock price facing significant resistance and struggling to rise further?,ham
 The domestic market will be closed tomorrow so it's unlikely that we'll see an immediate surge today,ham
 COVID-19 Protocols.pdf  ?6 pages ?document omitted,ham
" Shares of Paras Defence and Space Technologies were locked in 5 per cent upper circuit at Rs 1,207.40 per share on Friday, August 16, 2024. The uptick in the share price came after the company announced that its associate company, Controp-Paras Technologies Private Limited, has secured an order worth Rs 305 crore from Larsen and Toubro (L&T).",ham
????????????????? ?? ????? ??????!!! 299=1.5 GB/Day+Free Calls 28 Days 479=1.5 GB/Day+Free Calls 56 Days. ??????? ??????? ??? ?? ????? ??????? ?????? Click http://bit.ly/ViRC20,spam
 Finally ready to buy? The 3 strong stocks recommended earlier have not been allowed to be bought and have been waiting for your trading instructions,ham
 The main issue is in the Middle East where it has a significant impact on oil prices,ham
"Alert!50%: data is consumed. Get 4GB + FREE 2GB (on Airtel Thanks App) at Rs65, valid till current pack. Recharge now i.airtel.in/65-Pack",spam
 We just have to be patient and wait.,ham
"Continue being an Insider
Check out the new criteria to retain your Insider membership
Click here to read more
http://smsd.in/bj7wO83oX",spam
"LAST TWO DAYS
Rs.250 credited as unconditional FREE UNLIMITED Cash Points in your account to shop at UNLIMITED Fashion Store. Hurry !
TnC : bit.ly/3vdC7ss",spam
 ??,ham
" If the ""holiday effect"" appears next Monday, if Nifty starts to fall or adjust sharply from 24,600 points, what kind of stocks can we tradeâ",ham
"WE @Max Fashion MISS YOU!
Here's 10% OFF JUST FOR YOU to celebrate the festivities in style!
Offer valid on ALL Max Products
Code: 2GPYY2C
Till: 8, Apr
TnC",spam
 Rest all can ignore,ham
Exclusive access for you! Watch the India vs Zim series LIVE on Airtel Xstream Play. Claim now open.airtelxstream.in/T20,spam
"Shoppers Stop First Citizen Preview Sale starts tomorrow, 19-21 July, Upto 50% OFF : in-store, online & app.
Start wish-listing your Favourite Brands to get the best offers & deals. Click bit.ly/SS_Wish to add now
Click bit.ly/Lnk_Wlt & link your wallet to get surprise offer credited in your account. T&C",spam
"Binge all night on Vi, without limits. Surf, Stream, Share non-stop from 12am to 6am, within the same pack at NO extra cost! Dial *199# or click bit.ly/GetViApp",spam
"LAST Day of MAX Fashion Freedom SALE - Buy 1 Get 1 FREE on wide range!
Rush to your nearest store or shop online NOW
click: 
m.maxfsn.in/Nj4pbKc0
TnC",spam
 ?image omitted,ham
" Team, ",ham
" My investment strategy is based on my accurate grasp of market trends. When I know that the market adjustment is not over yet, if I take the risk of recommending too many stocks, the final result may be profit giving or even floating lossesâ ï¸",ham
 Don't worry the professor will,ham
 Nifty will try to reclaim 24300 today.,ham
 We have a power cut here,ham
 Good morning Mr Arvind Singh,ham
"Upto 50% OFF at Pantaloons!! Don't Miss Out
Our Online BEST DEALS are now live, click tltx.in/rx6on to start shopping. TC",spam
 Will join in 5 mins,ham
 Odisha,ham
 I'd better just follow the professor's lead when it comes to buying stocks,ham
 The same is true for declines,ham
 He answered on call,ham
" We can see that the percentage of Mega Winners is the highest in the Indian stock market, which means that if you are an investor and invest in the Indian stock market, then you have the highest probability of making huge profits.",ham
" Some newcomers will complain, get angry or even disappointed in the group, which I understand very well. Because losses always make people lose their rationality and observation.",ham
"Unlock the Exclusive Offers | Flipkart Voucher worth Rs.1000* + 5% Unlimited Cashback! Apply for Flipkart Axis Bank Credit Card now:

http://fkrt.it/68lQI7NNNN",spam
" Added Saumya in group, she is having network issue, she will be joining late today",ham
 ESP night shift guys,ham
 Omg,ham
 Give me 5 mins,ham
 ??????????,ham
REMINDER: You're eligible for FREE router with Airtel Xstream Fiber. Also enjou up to 1 Gbps speed on all your devices. Plans starting at just Rs. 499. Visit i.airtel.in/Exclusiveoffer,spam
 Yaa,ham
"Don't miss out on FREE 2GB Data! Download and register on Airtel Thanks App today. T&C
Claim now : i.airtel.in/2gb_rc3",spam
The person you were calling at 14:22 is now available to take calls. Click here to call them back i.airtel.in/RMCAAlrt,spam
"Don't miss out on FREE Wynk access.
Now listen to latest songs like Kesariya & set your favourite Hellotunes only on Wynk App.
Click open.wynk.in/WynkAcqMar22",spam
LaLiga is here! Watch LIVE football matches on Vi Movies & TV app! Kickstart your weekend with pure football magic! Click bit.ly/Vimtvp4,spam
 What is the status on your Laptop,ham
 Will join shortly,ham
 Cross Identification ,ham
 Looking forward to the professor's recommendation today,ham
 Happy sankaranthi/ lohri/ Pongal/ gudi padava to all,ham
